lon	lat	pop	x_idx	y_idx
-87.6107629705	41.794521191	0	36	13
-87.6078194902	41.794521191	0	37	13
-87.60487601	41.794521191	0	38	13
-87.6019325297	41.794521191	0	39	13
-87.5989890495	41.794521191	253	40	13
-87.7167282599	41.7923277237	786	0	14
-87.7137847796	41.7923277237	492	1	14
-87.7108412993	41.7923277237	132	2	14
-87.7078978191	41.7923277237	446	3	14
-87.7049543388	41.7923277237	368	4	14
-87.7020108586	41.7923277237	531	5	14
-87.6990673783	41.7923277237	657	6	14
-87.696123898	41.7923277237	489	7	14
-87.6931804178	41.7923277237	339	8	14
-87.6902369375	41.7923277237	548	9	14
-87.6872934573	41.7923277237	0	10	14
-87.684349977	41.7923277237	1	11	14
-87.6814064967	41.7923277237	165	12	14
-87.6784630165	41.7923277237	180	13	14
-87.6755195362	41.7923277237	416	14	14
-87.672576056	41.7923277237	479	15	14
-87.6696325757	41.7923277237	564	16	14
-87.6666890954	41.7923277237	520	17	14
-87.6637456152	41.7923277237	410	18	14
-87.6608021349	41.7923277237	455	19	14
-87.6578586547	41.7923277237	441	20	14
-87.6549151744	41.7923277237	414	21	14
-87.6519716941	41.7923277237	381	22	14
-87.6490282139	41.7923277237	374	23	14
-87.6460847336	41.7923277237	246	24	14
-87.6431412534	41.7923277237	362	25	14
-87.6401977731	41.7923277237	36	26	14
-87.6372542928	41.7923277237	166	27	14
-87.6343108126	41.7923277237	376	28	14
-87.6313673323	41.7923277237	338	29	14
-87.6284238521	41.7923277237	226	30	14
-87.6254803718	41.7923277237	223	31	14
-87.6225368915	41.7923277237	512	32	14
-87.6195934113	41.7923277237	362	33	14
-87.616649931	41.7923277237	540	34	14
-87.6137064508	41.7923277237	0	35	14
-87.6107629705	41.7923277237	0	36	14
-87.6078194902	41.7923277237	0	37	14
-87.60487601	41.7923277237	63	38	14
-87.6019325297	41.7923277237	0	39	14
-87.5989890495	41.7923277237	831	40	14
-87.7167282599	41.7901342564	763	0	15
-87.7137847796	41.7901342564	328	1	15
-87.7108412993	41.7901342564	476	2	15
-87.7078978191	41.7901342564	486	3	15
-87.7049543388	41.7901342564	519	4	15
-87.7020108586	41.7901342564	541	5	15
-87.6990673783	41.7901342564	970	6	15
-87.696123898	41.7901342564	784	7	15
-87.6931804178	41.7901342564	1097	8	15
-87.6902369375	41.7901342564	522	9	15
-87.6872934573	41.7901342564	1066	10	15
-87.684349977	41.7901342564	375	11	15
-87.6814064967	41.7901342564	34	12	15
-87.6784630165	41.7901342564	83	13	15
-87.6755195362	41.7901342564	341	14	15
-87.672576056	41.7901342564	631	15	15
-87.6696325757	41.7901342564	471	16	15
-87.6666890954	41.7901342564	288	17	15
-87.6637456152	41.7901342564	200	18	15
-87.6608021349	41.7901342564	271	19	15
-87.6578586547	41.7901342564	277	20	15
-87.6549151744	41.7901342564	224	21	15
-87.6519716941	41.7901342564	213	22	15
-87.6490282139	41.7901342564	388	23	15
-87.6460847336	41.7901342564	197	24	15
-87.6431412534	41.7901342564	215	25	15
-87.6401977731	41.7901342564	18	26	15
-87.6372542928	41.7901342564	435	27	15
-87.6343108126	41.7901342564	96	28	15
-87.6313673323	41.7901342564	95	29	15
-87.6284238521	41.7901342564	41	30	15
-87.6254803718	41.7901342564	116	31	15
-87.6225368915	41.7901342564	475	32	15
-87.6195934113	41.7901342564	149	33	15
-87.616649931	41.7901342564	361	34	15
-87.6137064508	41.7901342564	0	35	15
-87.6107629705	41.7901342564	0	36	15
-87.6078194902	41.7901342564	2	37	15
-87.60487601	41.7901342564	0	38	15
-87.6019325297	41.7901342564	0	39	15
-87.5989890495	41.7901342564	166	40	15
-87.7167282599	41.787940789	764	0	16
-87.7137847796	41.787940789	513	1	16
-87.7108412993	41.787940789	842	2	16
-87.7078978191	41.787940789	815	3	16
-87.7049543388	41.787940789	914	4	16
-87.7020108586	41.787940789	838	5	16
-87.6990673783	41.787940789	714	6	16
-87.696123898	41.787940789	559	7	16
-87.6931804178	41.787940789	389	8	16
-87.6902369375	41.787940789	373	9	16
-87.6872934573	41.787940789	377	10	16
-87.684349977	41.787940789	156	11	16
-87.6814064967	41.787940789	91	12	16
-87.6784630165	41.787940789	0	13	16
-87.6755195362	41.787940789	36	14	16
-87.672576056	41.787940789	142	15	16
-87.6696325757	41.787940789	45	16	16
-87.6666890954	41.787940789	101	17	16
-87.6637456152	41.787940789	74	18	16
